run_id,row_type,sim_time_s,sim_minutes,customer_id,wait_time_min,price,quality,mode,demand,n_servers,money_cum,labor_cum,fixed_cum,profit
run_20251104_165929,meal,2784.7800000000134,46.413000000000224,44,35.63600000000027,12.0,0.7343888210659932,robot,0.11971743279597247,2,348.0,15.470999999999474,19.338750000000296,313.1902500000002
run_20251104_165929,meal,2806.7400000000134,46.779000000000224,50,35.25300000000026,12.0,0.7981235705064372,robot,0.18094955009623837,2,360.0,15.592999999999467,19.491250000000313,324.91575000000023
run_20251104_165929,meal,2840.7600000000134,47.346000000000224,24,34.74000000000026,12.0,0.902238424065233,robot,0.29716280764191316,2,372.0,15.781999999999455,19.72750000000034,336.49050000000017
run_20251104_165929,meal,2952.000000000014,49.20000000000024,45,37.27400000000027,12.0,0.7286308564583523,robot,0.7758609479078546,2,384.0,16.399999999999416,20.500000000000433,347.10000000000014
run_20251104_165929,meal,3026.4000000000146,50.440000000000246,16,37.438000000000265,12.0,0.6960593907954367,robot,1.0744073718408185,2,396.0,16.81333333333272,21.016666666667163,358.17000000000013
run_20251104_165929,meal,3087.7200000000153,51.46200000000025,51,38.01400000000027,12.0,0.5231762760657145,robot,1.239986499297221,2,408.0,17.153999999999364,21.44250000000055,369.40350000000007
run_20251104_165929,meal,3273.4800000000155,54.558000000000256,56,39.705000000000275,12.0,0.8015748565356879,robot,1.074817745251205,2,420.0,18.185999999999304,22.732500000000698,379.0815
run_20251104_165929,meal,3313.6200000000154,55.22700000000025,21,41.36700000000028,12.0,0.6197326009376543,robot,0.9230097075325018,2,432.0,18.408999999999292,23.01125000000073,390.57975
run_20251104_165929,meal,3455.1600000000158,57.58600000000026,14,42.63300000000028,12.0,0.8130634076883217,robot,0.3125912930933683,2,444.0,19.195333333332577,23.99416666666751,400.8104999999999
run_20251104_165929,meal,3462.900000000016,57.715000000000266,27,36.576000000000256,12.0,0.7288036519134389,robot,0.283569202864354,2,456.0,19.238333333332573,24.04791666666752,412.71374999999995
run_20251104_165929,meal,3592.560000000017,59.87600000000029,40,38.234000000000265,12.0,0.7514381922835263,robot,0.010869866621905588,2,468.0,19.958666666665856,24.948333333334297,423.09299999999985
