run_id,row_type,sim_time_s,sim_minutes,event_type,severity,duration_s,note
run_20251104_165929,event,0.0,0.0,run_start,info,0.0,"{'MODE': 'robot', 'SIM_SPEED': 60.0, 'TICK_PERIOD': 0.5, 'HUNGER_PROB': 0.001, 'DWELL_MEAN_SEC': 150, 'DWELL_SD_SEC': 45, 'QUALITY_MEAN': 0.7, 'SEED': 12345, 'N_SERVERS': 2, 'LABOR_COST_POLICY': 'per_server_fixed', 'WAGE_PER_HOUR': 10.0, 'LEASE_PER_HOUR': 20.0, 'MAINT_PER_HOUR': 5.0}"
run_20251104_165929,event,3600.4800000000173,60.00800000000029,run_stop,info,0.0,Stopped at 60 min limit
