run_id,row_type,sim_time_s,sim_minutes,customer_id,wait_time_min,price,quality,mode,demand,n_servers,money_cum,labor_cum
run_20251102_144727,meal,236.4,3.94,19,2.6553333333333304,5.0,0.7088527236010226,human,1.1824586376751403,4,5.0,4.728000000000054
run_20251102_144727,meal,373.6399999999939,6.227333333333232,42,5.120666666666562,5.0,0.6028217108508158,human,1.144407895705181,4,10.0,7.4728000000001185
run_20251102_144727,meal,499.47999999998717,8.324666666666452,33,6.513666666666451,5.0,0.8380778339585943,human,0.4775977975055813,4,15.0,9.989600000000078
run_20251102_144727,meal,601.4599999999974,10.02433333333329,72,7.675999999999956,5.0,0.6717496595596579,human,0.20006428167450874,4,20.0,12.029199999999989
run_20251102_144727,meal,615.6799999999992,10.261333333333319,56,7.690333333333317,5.0,0.4496975107878665,human,0.20739785893890006,4,25.0,12.313599999999978
run_20251102_144727,meal,689.580000000008,11.493000000000134,23,9.986333333333464,5.0,0.7474881681837885,human,0.42476421097326794,4,30.0,13.79159999999991
run_20251102_144727,meal,766.5000000000175,12.775000000000292,68,9.50100000000029,5.0,0.5311356396543918,human,0.8445610051537742,4,35.0,15.32999999999984
run_20251102_144727,meal,871.8800000000301,14.531333333333835,2,11.002666666667169,5.0,0.8096289592396244,human,1.2763255435298844,4,40.0,17.437599999999566
run_20251102_144727,meal,973.8600000000424,16.23100000000071,66,12.534666666667373,5.0,0.8250421858885142,human,1.1435237193029624,4,45.0,19.477199999999215
run_20251102_144727,meal,1002.860000000046,16.7143333333341,32,13.191000000000768,5.0,0.7276117773716921,human,1.0106132731970747,4,50.0,20.057199999999117
run_20251102_144727,meal,1165.2200000000173,19.420333333333623,73,15.891666666666955,5.0,0.6063381310392524,human,0.23607803721867093,4,55.0,23.304399999998584
