run_id,row_type,sim_time_s,sim_minutes,customer_id,wait_time_min,price,quality,mode,demand,n_servers,money_cum,labor_cum
run_20251104_152537,meal,455.03999999999706,7.583999999999951,22,3.522999999999938,5.0,0.6367033944094468,human,0.6209735044926161,4,5.0,9.10080000000002
run_20251104_152537,meal,473.1599999999967,7.885999999999945,60,4.901999999999942,5.0,0.843279164547482,human,0.5000966238524116,4,10.0,9.463200000000025
run_20251104_152537,meal,497.1599999999963,8.285999999999937,73,4.88699999999993,5.0,0.6641377756831366,human,0.34925275336010925,4,15.0,9.94320000000003
run_20251104_152537,meal,498.17999999999626,8.302999999999937,11,5.796999999999938,5.0,0.554713022150055,human,0.3432040223887855,4,20.0,9.96360000000003
run_20251104_152537,meal,579.5999999999964,9.65999999999994,20,4.550999999999941,5.0,0.7976002484389509,human,0.024662060298520472,4,25.0,11.592000000000034
run_20251104_152537,meal,673.979999999997,11.232999999999949,8,5.399999999999964,5.0,0.8835947780496579,human,0.19407061528470498,4,30.0,13.479600000000042
run_20251104_152537,meal,853.7399999999984,14.228999999999974,33,8.955999999999978,5.0,0.401484613919426,human,1.2257855734539962,4,35.0,17.07480000000005
run_20251104_152537,meal,934.1399999999991,15.568999999999985,54,9.389000000000006,5.0,0.5068965549752916,human,1.259216617153505,4,40.0,18.682800000000046
run_20251104_152537,meal,965.9399999999993,16.098999999999986,15,10.116000000000005,5.0,0.722087850826833,human,1.1522392693947892,4,45.0,19.318800000000042
run_20251104_152537,meal,1015.4999999999997,16.924999999999994,2,10.510000000000021,5.0,0.8107026042711778,human,0.8829912742376237,4,50.0,20.31000000000004
run_20251104_152537,meal,1060.4999999999995,17.674999999999994,30,12.385999999999997,5.0,0.8227105333177077,human,0.584221369346279,4,55.0,21.21000000000003
run_20251104_152537,meal,1291.1400000000008,21.519000000000013,6,15.288000000000036,5.0,0.6542905737150754,human,0.28213484575406617,4,60.0,25.822800000000008
run_20251104_152537,meal,1294.1400000000008,21.569000000000013,26,14.361000000000054,5.0,0.8575246436846383,human,0.2988504605276345,4,65.0,25.882800000000007
run_20251104_152537,meal,1442.9400000000019,24.04900000000003,19,16.297000000000082,5.0,0.4418732299783127,human,1.1882390721455691,4,70.0,28.8588
run_20251104_152537,meal,1453.920000000002,24.23200000000003,71,17.024000000000072,5.0,0.5610103521021576,human,1.2263507642112184,4,75.0,29.0784
run_20251104_152537,meal,1555.9800000000027,25.933000000000046,37,17.58000000000011,5.0,0.5627782695558488,human,1.1923089453000966,4,80.0,31.1196
