run_id,row_type,sim_time_s,sim_minutes,event_type,severity,duration_s,note
run_20251102_142149,event,0.0,0.0,run_start,info,0.0,"{'mode': 'human', 'SIM_SPEED': 20.0, 'TICK_PERIOD': None, 'HUNGER_PROB': 0.001, 'DWELL_MEAN_SEC': 240, 'QUALITY_MEAN': 0.7, 'SEED': 12345, 'N_SERVERS': 4, 'LABOR_COST_POLICY': 'per_server_fixed'}"
